Features,Labels
"[173.0, 151.02979838429235, 228.0, 103.47946656221224, 162.02777539668932, 92.04890004774636, 48.041648597857254, 71.56505117707799, 48.91824886406737, 278.12168516903756]",square
"[165.01212076693034, 146.00342461736986, 226.0, 102.9417310909429, 150.08331019803634, 80.00624975587844, 41.0, 71.1468412355809, 50.12316553712815, 278.4063575880921]",square
"[171.10523077919038, 146.16771189288008, 224.0, 103.40696301506973, 159.02829936838285, 86.0, 45.0, 73.17859010995916, 52.465190856121424, 279.03801624727697]",square
"[174.07182425654074, 148.0135128966271, 234.0, 110.8873302050329, 167.0748335327616, 89.00561780022652, 46.04345773288535, 72.71850162818336, 50.856013585428954, 278.81966341743896]",square
"[176.0, 151.00331122197287, 233.0, 110.42191811411355, 163.01226947687098, 91.00549433962765, 47.01063709417264, 75.67728002179645, 51.98848972998347, 278.7512525963709]",square
"[177.02542190318317, 154.0, 224.0, 116.60617479361889, 164.00304875214974, 86.05230967266364, 44.01136216933077, 71.20011484134734, 53.71974650623732, 277.7990532468863]",square
"[180.00277775634464, 157.0286598045083, 223.0, 102.6498904042279, 167.19150696132863, 86.28441342444185, 44.10215414239989, 61.07357416474639, 42.23614262908744, 284.7018875731616]",square
"[182.0109886792553, 152.00328943809077, 226.0, 114.03946685248927, 168.0, 95.0, 49.01020301937138, 77.59258147259925, 54.63753811293095, 277.7797967511695]",square
"[162.00308639035245, 142.03168660548954, 217.0, 104.4030650891055, 155.00322577288512, 80.00624975587844, 40.0, 74.40718906073366, 53.569141879837645, 272.6025622024998]",square
"[155.0129026887762, 133.06013678032951, 214.0, 97.20082304178294, 143.0314650697531, 81.05553651663777, 44.01136216933077, 76.90810693565315, 53.365886124032585, 277.7455726945715]",square
"[187.04277585621958, 157.0, 229.0, 119.26860441876563, 173.18487231857176, 87.14355971613737, 43.04648650006177, 73.73979529168804, 56.97613244420335, 277.19166455016347]",square
"[161.07762104029226, 141.00354605470034, 220.0, 102.06860437960343, 149.01342221424215, 78.0, 42.01190307520001, 68.19859051364818, 48.97249594075066, 278.8668721336317]",square
"[172.01162751395617, 152.0131573252789, 231.0, 103.22790320451152, 158.01265772082945, 85.05292469985967, 45.044422518220834, 76.26373169437744, 54.46232220802562, 277.7786508682583]",square
"[171.0730837975396, 153.00326793895613, 228.0, 96.20810776644555, 151.11915828246265, 85.0235261559999, 44.0, 70.25316339457389, 43.3153156821037, 284.5830663809606]",square
"[160.0124995117569, 142.0, 218.0, 96.93812459502195, 144.00347218036097, 81.00617260431454, 42.01190307520001, 68.19859051364818, 47.09015915371068, 277.750665652737]",square
"[163.04907236779974, 140.00357138301865, 225.0, 96.21330469326995, 152.55490814785344, 79.76214641043707, 40.311288741492746, 56.309932474020215, 37.822754149144984, 278.90758275677626]",square
"[160.00312496948303, 141.00354605470034, 214.0, 101.67103815738285, 150.00333329629711, 77.00649323271382, 39.0, 69.44395478041653, 50.98814837577551, 275.0682867438022]",square
"[174.0, 145.03103116229988, 224.0, 110.25878649794764, 162.02777539668932, 78.05767098754612, 40.01249804748511, 68.68208772453845, 51.25903630512225, 276.74818798770616]",square
"[168.07438829280326, 144.0, 216.0, 94.75230867899737, 157.20368952413298, 81.15417426109393, 41.048751503547585, 66.61477894278624, 45.0, 277.89937602111013]",square
"[170.14405661086138, 146.0, 208.0, 90.50966799187809, 155.2610704587599, 79.1012010022604, 40.01249804748511, 68.74949449286676, 45.0, 278.89042325736386]",square
"[158.02847844613325, 141.00354605470034, 211.0, 97.0, 146.01369798755184, 76.00657866263946, 39.01281840626232, 67.69379494509236, 47.924977949156364, 276.19418036407626]",square
"[167.0, 138.01449199268893, 222.0, 104.4030650891055, 153.05227865013967, 76.00657866263946, 38.0, 70.70995378081126, 53.569141879837645, 279.59313426273036]",square
"[167.0, 138.01449199268893, 222.0, 104.4030650891055, 153.05227865013967, 76.00657866263946, 38.0, 70.70995378081126, 53.569141879837645, 279.59313426273036]",square
"[163.0, 135.0148140020198, 214.0, 94.33981132056604, 157.01273833673497, 86.09297300012354, 45.044422518220834, 80.75388725443675, 57.9946167919165, 275.3524991781761]",square
"[159.00314462299164, 141.00354605470034, 215.0, 93.86160024205851, 145.00344823486094, 76.00657866263946, 38.01315561749642, 69.77514056883192, 51.05419189411484, 275.71059313749964]",square
"[168.0, 144.00347218036097, 216.0, 102.41581909060729, 157.00318468107582, 85.05292469985967, 43.01162633521314, 77.19573393471325, 54.137151014138716, 277.7764291949095]",square
"[165.0272704737008, 133.00375934536586, 210.0, 91.58602513484249, 155.0129026887762, 85.0235261559999, 45.0111097397076, 79.69515353123397, 58.3924977537511, 276.7207181635302]",square
"[165.0, 143.0, 217.0, 97.74456506629922, 154.01298646542764, 77.02596964660685, 38.01315561749642, 66.61477894278624, 48.31778116833484, 275.80067809439277]",square
"[165.00303027520434, 143.0, 217.0, 97.082439194738, 154.01298646542764, 77.02596964660685, 37.013511046643494, 67.93210043758978, 48.758555685472, 275.80067809439277]",square
"[175.0114281982751, 142.00352108310554, 219.0, 100.12492197250393, 161.02794788483146, 74.0, 38.0, 67.93210043758978, 50.267697128044226, 278.7821440491445]",square
"[167.10774967068403, 142.00352108310554, 216.0, 87.32124598286491, 152.11837495845134, 80.02499609497022, 40.01249804748511, 75.25643716352927, 50.11041756103122, 277.87167262572603]",square
"[163.00306745579974, 145.03103116229988, 216.0, 106.04244433244644, 152.029602380589, 77.05841939723393, 38.01315561749642, 71.1468412355809, 51.508956440502565, 277.4002296826947]",square
"[175.07141400011596, 150.00333329629711, 235.0, 105.68348972285122, 158.11388300841898, 91.13725912051558, 47.042533945356304, 79.38034472384487, 55.40771131249005, 280.529069138964]",square
"[175.04570831642803, 146.05478424207814, 231.0, 94.06912352095134, 165.19382555047267, 88.09086218218096, 46.04345773288535, 68.45902408146156, 43.70783311375007, 277.20398272075596]",square
"[172.02616080119907, 145.00344823486094, 217.0, 102.61578825892242, 159.02829936838285, 92.02173656261873, 49.01020301937138, 74.53878225955809, 52.125016348901795, 279.5723922859581]",square
"[166.04818577750254, 143.0034964607509, 217.0, 94.64142856064674, 151.0132444522665, 83.0, 42.0, 73.68614757373945, 51.434739151036716, 273.46083202816106]",square
"[168.04761230080004, 147.00340132119393, 215.0, 104.65180361560904, 153.0294089382822, 77.00649323271382, 39.01281840626232, 64.6538240580533, 45.0, 276.2753530943955]",square
"[158.02847844613325, 140.00357138301865, 214.0, 88.41379982785493, 141.01418368376991, 80.00624975587844, 43.0, 72.47443162627712, 46.3748347805694, 279.28355280526137]",square
"[165.0272704737008, 144.0, 216.0, 100.4987562112089, 151.0132444522665, 79.0, 40.01249804748511, 70.25316339457389, 47.41950921665633, 273.3370832367546]",square
"[184.09780009549272, 144.01388821915754, 227.0, 113.1591799192624, 173.1415605797753, 88.09086218218096, 45.0111097397076, 74.21924669048461, 56.1695019230829, 277.956654510088]",square
"[171.011695506477, 147.0136048126159, 214.0, 100.20977996183805, 156.01281998605114, 82.00609733428362, 42.01190307520001, 74.05460409907714, 53.930590100418996, 277.4227829856118]",square
"[163.1502375113196, 138.00362314084367, 231.0, 98.3107318658548, 151.21177202850313, 81.05553651663777, 42.04759208325728, 68.96248897457819, 46.23640760285614, 280.3019277565853]",square
"[156.01281998605114, 136.03308421115798, 216.0, 98.59513172565875, 140.0142849854971, 82.05485969764375, 44.0, 77.19573393471325, 49.52476847283419, 277.76516601842536]",square
"[163.07666908543356, 134.09325113517085, 215.0, 93.05912099305473, 146.21901381147393, 80.15609770940699, 41.048751503547585, 83.36748538486154, 61.7826441452707, 281.80506885989524]",square
"[182.33211456021672, 149.0, 234.0, 117.64777940955791, 173.64907140552177, 94.26027795418386, 49.09175083453431, 82.47617956136138, 62.128047473596666, 277.47461337688696]",square
"[162.02777539668932, 142.01408380861386, 229.0, 102.90286682109493, 148.16544806398016, 83.09632964216891, 43.04648650006177, 78.92979742206063, 55.69221215528403, 278.45723620277147]",square
"[154.02921800749363, 143.01398533010678, 221.0, 89.1403387922662, 143.0314650697531, 82.02438661763951, 43.04648650006177, 72.89727103094764, 46.81830296445183, 279.74165129747445]",square
"[172.10461934532728, 149.01342221424215, 235.0, 99.72462083156798, 158.15498727514097, 91.02197536858887, 48.010415536631214, 73.53998518795997, 46.21887523513129, 280.16538047928196]",square
"[165.00303027520434, 148.0135128966271, 212.0, 102.30347012687302, 149.00335566691106, 77.00649323271382, 37.0, 71.56505117707799, 50.5529710330368, 277.39789041108725]",square
"[170.00294115102832, 145.00344823486094, 225.0, 102.20078277586722, 157.0, 89.0, 45.0, 76.55138494831348, 53.354350835379684, 280.4349376880598]",square
"[163.00306745579974, 143.0034964607509, 215.0, 95.60334722173695, 149.01342221424215, 78.00640999302557, 39.0, 72.89727103094764, 52.6506509553594, 277.02590666301745]",square
"[157.07959765672945, 138.0, 221.0, 97.0, 147.12239802287073, 83.15046602394962, 45.17742799230607, 70.3461759419467, 47.924977949156364, 277.7008339421468]",square
"[161.0496817755316, 141.088624630053, 220.0, 100.12492197250393, 157.0286598045083, 84.0, 43.0, 72.40757543781841, 50.267697128044226, 273.6903260428839]",square
"[162.01234520862909, 140.03213916812098, 218.0, 98.3107318658548, 147.0136048126159, 82.02438661763951, 43.01162633521314, 70.25316339457389, 46.23640760285614, 278.50922522131407]",square
"[171.0730837975396, 149.03019828209315, 229.0, 99.90495483208028, 158.11388300841898, 88.05112151472007, 45.0111097397076, 72.40757543781841, 48.65222278030633, 281.62279525299255]",square
"[170.18813119603846, 146.00342461736986, 223.0, 110.6752004741803, 157.53729717117784, 80.30566605165541, 40.11234224026316, 75.96375653207352, 57.17145820858747, 275.9516437777583]",square
"[167.01197561851666, 151.00331122197287, 211.0, 92.19544457292888, 152.00328943809077, 78.00640999302557, 39.01281840626232, 70.64100582430528, 49.39870535499553, 281.52831197624073]",square
"[167.14664220378464, 153.0294089382822, 208.0, 102.06860437960343, 150.08331019803634, 74.02702209328699, 38.01315561749642, 68.45902408146156, 48.97249594075066, 284.59417667353284]",square
"[173.0028901492689, 150.00333329629711, 222.0, 107.05606008068857, 158.0, 85.00588214941364, 45.0111097397076, 71.56505117707799, 49.16650488554868, 283.14941718845085]",square
"[168.1071087134628, 139.0323703315167, 227.0, 104.44615837837216, 159.20113064925135, 88.0056816347672, 46.010868281309364, 79.15969454566944, 59.506641597524336, 275.33589269492535]",square
"[187.0106948813356, 157.1146078504478, 242.0, 107.62899237658968, 173.04623659588788, 92.02173656261873, 47.0, 72.34987578006988, 48.01278750418334, 282.71785578845646]",square
"[167.0, 147.03060905811415, 232.0, 100.44899203078147, 154.01298646542764, 92.02173656261873, 50.00999900019995, 71.96571443287014, 43.386461067118816, 278.476878224461]",square
"[163.1502375113196, 142.0563268566381, 219.0, 100.60318086422517, 151.21177202850313, 77.10382610480494, 39.01281840626232, 71.99583839408662, 52.67447951689393, 277.36917302234485]",square
"[158.15498727514097, 140.0142849854971, 218.0, 90.55385138137417, 147.2175261305528, 80.09993757800315, 42.04759208325728, 71.1139126302907, 46.78991060824607, 275.71944299988536]",square
"[170.02646852769718, 145.0, 230.0, 109.04127658827184, 159.07859692617356, 87.00574693662483, 44.0, 71.56505117707799, 47.97373108248011, 279.490420893898]",square
"[160.00312496948303, 136.01470508735443, 225.0, 105.0, 147.12239802287073, 75.23961722390672, 40.049968789001575, 72.80145877993414, 53.13010235415598, 276.6491556270181]",square
"[170.0470523119998, 142.00352108310554, 224.0, 103.39245620450265, 161.15210206509875, 87.00574693662483, 46.0, 71.96571443287014, 48.13635836833259, 274.7963416469474]",square
"[167.10774967068403, 138.01449199268893, 225.0, 101.11874208078342, 150.11995203836165, 82.05485969764375, 41.048751503547585, 68.19859051364818, 44.59933674420785, 277.383011468138]",square
"[161.07762104029226, 143.0034964607509, 224.0, 95.01578816175763, 146.03081866510234, 76.0, 40.01249804748511, 69.77514056883192, 49.26789330029081, 279.83165981733134]",square
"[170.10584939971935, 145.01379244747721, 225.0, 106.77546534667971, 159.05030650709227, 82.05485969764375, 42.01190307520001, 62.850318302216834, 45.379436701418975, 279.16234704572173]",square
"[157.0286598045083, 143.01398533010678, 224.0, 97.62171889492625, 143.0873858870865, 78.05767098754612, 39.05124837953327, 68.96248897457819, 46.660282368982806, 279.66787473885347]",square
"[184.0108692441835, 155.0290295396317, 234.0, 111.01801655587259, 172.01162751395617, 91.02197536858887, 48.0, 66.16125981682826, 45.36493633573064, 279.8658069430844]",square
"[164.00304875214974, 142.01408380861386, 207.0, 99.04544411531506, 147.0136048126159, 82.00609733428362, 43.0, 75.65066795705286, 54.865806943084365, 281.5213824322899]",square
"[170.14405661086138, 149.00335566691106, 246.0, 99.03534722511958, 160.15305179733542, 93.08598175880189, 49.040799340956916, 71.96571443287014, 43.36342295838328, 277.3843972489611]",square
"[164.01219466856725, 141.00354605470034, 232.0, 104.89041900955492, 153.05227865013967, 82.09750300709517, 41.048751503547585, 71.56505117707799, 48.86546116985175, 276.3330698342607]",square
"[161.0496817755316, 146.00342461736986, 217.0, 98.2344135219425, 148.05404418657398, 75.02666192761077, 37.0, 71.1139126302907, 51.61346048231476, 281.80243420778356]",square
"[166.10839834276894, 141.0, 218.0, 94.06912352095134, 149.27156460625713, 82.09750300709517, 43.04648650006177, 68.45902408146156, 43.70783311375007, 281.790926247823]",square
"[173.0, 147.03060905811415, 228.0, 109.34349546269316, 165.01212076693034, 93.02150289046077, 48.010415536631214, 73.4126614430726, 50.19442890773481, 274.08158129755356]",square
"[153.00326793895613, 135.0148140020198, 217.0, 93.72299611087985, 139.00359707575916, 76.0, 39.0, 73.30075576600638, 50.19442890773481, 280.91750176467934]",square
"[162.02777539668932, 143.0034964607509, 219.0, 97.58073580374356, 144.01388821915754, 78.00640999302557, 38.0, 67.16634582208245, 45.0, 274.05625190024665]",square
"[174.0258601472781, 144.01388821915754, 224.0, 112.0714058089752, 163.11039206623224, 86.05230967266364, 46.010868281309364, 74.53878225955809, 55.1755108430432, 275.76108881729886]",square
"[176.13914953808538, 153.00326793895613, 228.0, 109.65856099730654, 166.10839834276894, 88.0, 44.01136216933077, 69.59011716619602, 46.84761026599459, 276.9318272306178]",square
"[169.0, 139.0323703315167, 224.0, 96.20810776644555, 158.07909412695912, 81.15417426109393, 41.048751503547585, 62.78388844269252, 43.3153156821037, 276.4947365345273]",square
"[167.0478973228936, 147.00340132119393, 219.0, 96.26006440887103, 153.0, 81.02468759581859, 42.04759208325728, 70.25316339457389, 47.52611691161955, 280.06813792209226]",square
"[168.00297616411441, 144.0, 220.0, 99.15644204992432, 154.00324671902212, 82.02438661763951, 42.01190307520001, 68.19859051364818, 48.270487923183566, 281.1401676981845]",square
"[166.0, 143.1258187749506, 214.0, 81.68843247363729, 147.0, 77.02596964660685, 39.01281840626232, 72.5528115767178, 50.46384281323664, 281.888658039628]",square
"[174.0258601472781, 142.0563268566381, 221.0, 110.98198051936178, 158.3161394173064, 78.23042886243178, 39.05124837953327, 75.96375653207352, 57.885169399703265, 284.92381322602387]",square
"[159.02829936838285, 143.0, 222.0, 101.25709851659784, 142.1724305201258, 76.10519036176179, 39.01281840626232, 75.65066795705286, 55.054335599994346, 275.84321005949397]",square
"[162.01234520862909, 141.00354605470034, 215.0, 102.61578825892242, 148.0135128966271, 77.05841939723393, 40.0, 72.40757543781841, 52.125016348901795, 277.4314079711725]",square
